num,nom,bin,stamp,index
0.027200627228239016,3734,1,7835105132910381100,2571782
-1.790112546305388,4329984,?,7853379172745050100,807610
3.0276937429043937,411226,1,-6543701459735965700,3812929
-2.2046631062511572,43,0,-8264903144795825200,9763805
-3.3412452495894827,1,?,7661828598495568900,5569588
3.153054769816668,451279015,0,5308701101596206100,8278095
-1.1853440595970717,51279326,?,-6963512440740130800,3008517
-2.7045075207547216,16597173,?,8524990457873922000,9593901
1.8432580759740493,1,?,-4804211106470228000,4887762
2.73732939168666,1340916,0,-1210690250498840830,7391935
0.3223909554537065,116884,1,4797886933275435000,9987887
-2.4434045929510293,51279326,1,-2568942076528694800,5856296
1.4700453681921346,22,1,7671034566176914400,6022934
4.142618862287734,50984871,1,-7030119810490524700,6436178
-1.4281573793804367,116884,?,5211195695343148000,5864534
0.19441486842153813,43,?,7049096159473237000,5483097
-1.9976130314882092,451279015,0,1518625274968931070,896527
1.0882473704034343,0,?,-5662434853302437900,2641462
-0.8489013078119118,10342,0,-2106942355484776960,5268375
-1.3096543077446337,6,?,-2700042146067134000,3464488
-2.3313320462344302,22,0,-7284734829596588000,9629726
0.4968440758826304,1021960483,0,-5482434744302764000,6322548
-2.6837314672235357,451279015,?,4080994880060510700,1885977
0.38933774636664714,3811,1,2714995863096692700,47902
0.8723912995912254,50984871,1,6529977218322410500,2511380
-0.5459830424433613,0,0,4262594279123131400,8766213
-1.4481825783804385,388704,?,5328192726219638800,3810235
-2.997131076779256,22,1,4351928898853782000,9819973
-3.5342503909768768,15028,?,6142086993656346600,9985258
-1.248123805671319,10342,0,5158289316944251900,9517438
-2.948386466447299,116884,?,4765906620600926200,3781341
-3.962150215358565,5106,0,-5388492227177728000,3295915
-1.145583845705921,36,0,-5950676384674484200,6907287
-1.4717940810985586,1,1,-6847961094756512800,3522022
-0.7636570470938083,236,?,-8966260348199795700,3951176
1.700708316688588,16597173,?,-5295732536665150500,3197189
-1.4767221713391525,24346940,?,-8996146285391072300,325138
1.6389182236847613,82958218,?,-6180440434106031100,8929576
1.3583207825614203,3811,1,-6400555829799810000,6224315
0.2506381755698074,15028,?,-949877551901389950,1812847
-0.7512087111499455,4329984,?,-3640907771525723100,8137956
-1.9103209549063234,116884,0,-6927463322743459800,5016099
-5.641764911426184,1340916,?,4813498534613149700,8074259
-1.6540117650827812,875,0,-3195836144875402200,7412561
0.6699059241597245,451279015,0,-6984392496399391700,2896872
3.1159395347636694,82958218,?,1207805191722472450,8739295
1.6608909580412867,50984871,0,-8676789563539899400,174101
1.7009330739801052,188052445,?,7501610967196671000,5518302
-2.0308729294147247,1340916,?,3895471737918508500,4064930
-2.817075205664542,188052445,0,-6426811872178691100,2770139
-1.6665766634387513,5106,?,-5673255995152875500,2779099
-1.395858331212765,5106,?,459033255340417340,8005174
-2.240460426373604,116884,1,5923792297697412100,8537402
1.0008486205408575,451279015,?,117923159906002704,5458306
0.713535449406165,451279015,0,-3571675048461510700,1040858
0.7476810468655655,10342,0,-3454168887977706500,498475
2.6956855989252926,3811,0,-8042621259623096300,885780
0.7239226074669096,51279326,1,8884276865512848400,1267771
-0.2740307201998832,1,1,-6846432965396183000,8771724
-0.603267549722523,3811,1,8276296423153593300,2193441
2.188399003506641,6,1,-786668895365484670,9783693
-0.04332909636864357,74358,0,3158202611823030300,6673695
0.8674344501269606,6,?,3847702086133212200,2873150
0.6741252975340511,16597173,0,-8075598227182074900,7540623
-1.4988347960904809,6,?,7147792540869956600,6215123
1.7800225968120233,50984871,?,7347499498963956700,2854342
-5.263689090588807,74358,1,6232958556260325400,9194488
-2.605982093289379,1021960483,?,3323822408462831100,859426
0.33085939199482745,411226,1,8609518777880163300,6265057
4.352643370791696,3734,?,3775634982729785900,5228986
1.3556994163521838,411226,?,3666983585166131200,277892
-3.0165670097044073,3734,1,8930161053687477200,6277120
-2.8827718757561525,16597173,0,2618939436784908300,4574998
-3.2774568436312967,3734,?,1468202167081343230,7319565
-1.6800282862374127,1021960483,?,6932742907178113000,2429981
0.7025147425337043,3811,1,-1184442800118101500,3465769
1.6449842991852517,388704,0,8422171185729217500,4656241
-2.885227546478886,82958218,1,5161089515203827700,7715335
-1.8005312494379344,6,1,-1739176858379718660,3838645
-1.1985927213493714,3811,1,-8873085133893648400,3636474
1.2397956308494646,36,1,1248209729871669250,3808235
1.0848934453414216,1498,1,-7150747847305168900,7247479
-0.7295810035909007,22,1,3453553422254926800,9684579
-1.2036352382902116,4329984,1,8197154837901925400,5567180
5.268219980631486,1021960483,?,8814176445479380000,6882417
-0.8686614042804122,4329984,?,8843894449894780900,9163434
-0.5852834501791511,875,1,7085930282142641200,9227624
3.2631548643801915,0,0,3131877174132903900,6777017
-0.9832864510496039,10342,0,8338500189237204000,410493
-1.1264305902924732,5106,0,5833437269910807600,5938042
-0.5560485841725002,50960,1,7753520059479813100,7414748
0.03872641181518588,10342,?,-20957495585961272,9191294
1.1353809767983163,388704,1,-4415203322081167400,3089360
-2.8141525713925524,16597173,1,5417746690804730900,837630
2.932410246311952,22,0,-3919521307072923100,6314618
0.850148328419606,24346940,1,-2979058598749034000,9224956
1.5214510659977174,211301,0,3938820229480716800,6868302
-0.051294128029167524,6,?,5571113931553322000,7898335
-1.4187648682471492,50960,1,3046441767453000700,3565189
5.707261541432979,1,0,-1490242559417732100,5923673
-0.19929911143181464,16597173,?,-1247458550946276860,2378997
0.937408498713516,43,?,-3995185127204048400,8112330
1.3270622304401025,4329984,1,5272563804262460400,4097621
3.3763228618074335,1498,1,7608366697706531800,1481412
0.48205216621163466,10342,0,-995451295688519300,7766139
-1.6834573138438835,74358,0,-1096399217329505790,8740865
0.5288581076301101,116884,?,-7908841488383035400,4019201
-1.8502490197930286,50960,?,-1568010434190041340,5875157
4.659175445790432,15028,?,8985053628710257700,6555268
2.010903072411941,1498,?,3889610316182818300,1926925
0.3735238278755841,50984871,?,-3504427091625376800,5963562
0.16912204448881638,43,?,-5296073932360997900,5992466
-0.4243164311307966,74358,?,-3345538367069021700,7344253
2.216741790401414,74358,0,-6124797700539782100,4032142
1.0058307248442824,1498,?,-8259405156572199900,1260386
1.7505727577026335,188052445,0,-7635251778061383700,8196622
-3.4613985887385867,5106,0,490712827602206340,4341016
4.74504412328814,875,0,3472398311246154800,1480882
4.159861339315101,22,?,-815570230007189250,8387384
0.2736200598843657,0,1,-6091712691162897400,4493227
-0.4143111414465677,3734,1,-458757551670579010,658916
3.0896229300474314,1,1,-3639477155767384600,7430340
2.882002423339694,1340916,?,-8595414485536515100,553057
3.564374112554551,50984871,0,-8308356157460842500,2756353
1.5114202002604324,1498,?,-8443046080708527100,9441800
-5.799097084597912,116884,1,-6548486569803226100,9735004
0.32274025095064307,82958218,0,-6859771132002668500,5574789
4.761058678454084,1498,1,6187230639996981200,5103831
-1.5015286840827455,116884,0,6049687415018912800,3321756
-1.0965906796173228,116884,0,5544488733293682700,603189
1.8444474323021431,15028,?,8372744271022767100,8462243
-2.0554109524586064,74358,0,-1266062548958524670,8008910
-0.2664235167337351,51279326,1,4745008290449154000,4169635
2.107822702866169,1498,?,3033770582658639400,8235931
-2.2311903357257448,0,1,4780128725539769300,428321
0.1485640519092633,1340916,1,1860940750652630020,6945054
0.1977135516334453,1340916,0,-2011262676601349890,9404969
1.7139781886820153,0,?,-6949074066514482200,7070851
0.05888044395975298,51279326,0,8620441157891181600,6869108
0.6412051147122358,1021960483,?,3879161692509096400,1994103
-2.7029158556021406,411226,?,-3723354196495546900,7081846
6.2998471231455575,5106,1,9051290639526040600,6491701
3.85774369705505,1021960483,?,-5889399995218295800,4320104
0.32187700636295136,36,0,-5018816606740229100,5832457
2.1551070388773534,22,?,842128594524075140,4117868
0.14860658393025677,5106,1,2701179646655831600,4109988
0.42285501835978445,6,?,1288218237935606780,8053900
-3.453290766274914,36,1,-6385917605958192100,4196127
-1.672996371327509,3734,0,-5219121363127882800,3104642
-0.010598939814480112,50984871,0,4729162136411794400,295006
0.12397630574276451,211301,0,-282474249718694464,7950526
-1.8754027584753297,10342,1,1106909821925904380,9656038
3.9202037844551083,50960,?,7106238108502610900,6206173
-2.297262561182801,24346940,1,-4012885878482870300,7070
-1.4884563007835876,4329984,1,-7552639157377502200,1380815
-4.01371583730437,1021960483,?,-3084055935182515700,8574796
1.3471089553611535,388704,?,-6796000987174951900,9402248
-1.5088060632124625,36,0,4291445049608516600,6057599
-3.496538533451439,1498,1,-892586839402222080,382418
-1.755862769060009,0,?,-8751576062384514000,6130180
-2.7209583785210794,36,0,577239497491735420,4733392
-0.14202048976017334,875,?,-4708279554723055600,550603
2.3688213883160247,24346940,1,4884861612053035000,9823750
-0.947180292541718,82958218,1,-846556091764244220,4184614
3.414054021562686,1,?,-9151763607866917900,8904511
1.0265458972594508,451279015,?,-6434362729082187800,4253042
-2.8786432081715447,43,0,-2189925781953782270,7966685
1.0928670656721031,0,?,-3744579172723010000,8737138
1.179327999823124,451279015,0,-7980018358052974600,5515571
0.7884878789366367,3811,1,-6855653982769098800,6217750
